DATA;KOD;KODROZ;KVK;KRK;KTFK;KEKV;KKD;KKF;KKFN;KKF;SUMM;NOTE
19.05.2015;4;R4;;;0;0;21081100;0;1;0;5100;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;9600;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;10400;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;11100;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;10500;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;12900;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;11200;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;11100;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;11900;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;11900;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;12700;
19.05.2015;4;R4;;;0;0;21081100;0;1;0;13600;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1863300;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1735000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1745000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1745000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1755000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1755000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1760000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1760000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1760000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1765000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1770000;
19.05.2015;4;R4;;;0;0;22080400;0;1;0;1646700;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;19800;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;30000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;35000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;35300;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;36000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;52400;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;35000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;36000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;45000;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;34500;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;38600;
19.05.2015;4;R4;;;0;0;22090100;0;1;0;66200;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;35300;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12300;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;13000;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12400;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12600;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12100;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12300;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12800;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12200;
19.05.2015;4;R4;;;0;0;22090200;0;1;0;12100;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;200;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;200;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;300;
19.05.2015;4;R4;;;0;0;22090300;0;1;0;200;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;8700;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;180300;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;235000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;220000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;220000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;225000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;235000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;220000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;235000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;233000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;243000;
19.05.2015;4;R4;;;0;0;22090400;0;1;0;243000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;100000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;120000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;115000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;120000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;115000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;130000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;134400;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;155000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;150000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;150000;
19.05.2015;4;R4;;;0;0;22012500;0;1;0;150000;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;26900;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;95000;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;94300;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;101800;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;111300;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;113000;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;109000;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;133000;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;146800;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;102600;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;101800;
19.05.2015;4;R4;;;0;0;24060300;0;1;0;253800;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;16500;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;1000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;1000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;2500;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;2500;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;2500;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;2000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;2000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;5000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;7000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;8000;
19.05.2015;4;R4;;;0;0;31010200;0;1;0;10000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;20000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;20000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;30000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;30000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;30000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;23000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;24000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;23000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;24000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;23000;
19.05.2015;4;R4;;;0;0;24061600;0;2;2;23000;
19.05.2015;4;R4;;;0;0;24062100;0;2;2;7000;
19.05.2015;4;R4;;;0;0;24062100;0;2;2;5500;
19.05.2015;4;R4;;;0;0;24062100;0;2;2;12900;
19.05.2015;4;R4;;;0;0;24110900;0;2;2;2000;
19.05.2015;4;R4;;;0;0;24110900;0;2;2;2000;
19.05.2015;4;R4;;;0;0;24110900;0;2;2;1800;
19.05.2015;4;R4;;;0;0;24110900;0;2;2;1800;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;13500;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;50000;
19.05.2015;4;R4;;;0;0;50110000;0;2;2;86500;
19.05.2015;4;R4;;;0;0;31030000;0;2;2;1621800;
19.05.2015;4;R4;;;0;0;31030000;0;2;2;117700;
19.05.2015;4;R4;;;0;0;31030000;0;2;2;260500;
19.05.2015;4;R4;;;0;0;31030000;0;3;3;1621800;
19.05.2015;4;R4;;;0;0;31030000;0;3;3;117700;
19.05.2015;4;R4;;;0;0;31030000;0;3;3;260500;
19.05.2015;4;R4;;;0;0;33010100;0;2;2;89900;
19.05.2015;4;R4;;;0;0;33010100;0;2;2;490400;
19.05.2015;4;R4;;;0;0;33010100;0;2;2;347600;
19.05.2015;4;R4;;;0;0;33010100;0;3;3;89900;
19.05.2015;4;R4;;;0;0;33010100;0;3;3;490400;
19.05.2015;4;R4;;;0;0;33010100;0;3;3;347600;
19.05.2015;4;R4;;;0;0;25010100;0;2;2;26455802;
19.05.2015;4;R4;;;0;0;25010200;0;2;2;62000;
19.05.2015;4;R4;;;0;0;25010300;0;2;2;5157833;
19.05.2015;4;R4;;;0;0;25010400;0;2;2;75900;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14832900;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;28792200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;21550700;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;7067700;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;14309200;
19.05.2015;4;R4;;;0;0;41033900;0;1;0;16820100;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16008400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16013400;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;16017800;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;20577300;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;20300000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;22487900;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;11382200;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8491400;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;10396600;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8249400;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;4084300;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3050300;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3104800;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3175600;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;2866500;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;5065000;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8842800;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;60131800;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2114000;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2231300;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2180300;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097800;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2200;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;3700;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4000;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4000;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;3500;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;1600;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;40110;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;69150;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72750;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;74890;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;60843;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;63268;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;12656;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;376900;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;376900;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421500;
